name,name_ta,type,subtype,ward_no,lon,lat
['Dhandeeswaram Nagar 11th Cross Road'],,road,['residential'],179.0,80.2244896,12.9790009
['Dhandeeswaram Nagar 12th Cross Road'],,road,['residential'],179.0,80.22425,12.9785653
"['Dhandeeswaram Nagar 1st Cross Road'
 'Dhandeeshwaram Nagar 6th Main Road Avenue']",,road,['residential'],179.0,80.2251399,12.9847682
['Dhandeeswaram Nagar 1st Cross Road'],,road,['residential'],179.0,80.2242405,12.9847953
['Dhandeeswaram Nagar 4th Avenue [west] 2 cross street'],,road,['residential'],179.0,80.2243975,12.9798165
['Dhandeeswaram Nagar 4th Avenue [west]'],,road,['residential'],179.0,80.2239764,12.9804125
['Dhandeeswaram Nagar 4th Avenue(East)'],,road,['residential'],179.0,80.2263477,12.9805958
"['Dhandeeswaram Nagar 5th Avenue [west]'
 'Dhandeeswaram Nagar 4th Avenue [west] 1 cross street']",,road,['residential'],179.0,80.2247026,12.9799325
['Dhandeeswaram Nagar 6th Avenue(East)'],,road,['residential'],179.0,80.2261221,12.9797584
['Dhandeeswaram Nagar 7th Avenue(East)'],,road,['residential'],179.0,80.2261846,12.9796415
['Dhandeeswaram Nagar 8th Cross Road'],,road,['residential'],179.0,80.2230827,12.9807664
['Dhandeeswaram Nagar 9th Cross Road'],,road,['residential'],179.0,80.2237599,12.9801331
['Dhandeeswaram Nagar 9th Main Road;Tansi Nagar 3rd street'],,road,['residential'],179.0,80.2235009,12.9794855
['Dharmraja Koil Street'],,road,['residential'],142.0,80.2249387,13.0235043
['Dhobikhana Street'],,road,['residential'],142.0,80.2228332,13.0179217
['Dhrmraja Koil Street'],,road,['residential'],142.0,80.2250033,13.0222655
['Dhroupathy Amman Koil Street'],,road,['tertiary'],178.0,80.2223641,12.9872452
['Dhroupathy Amman Koil Street'],,road,['tertiary'],174.0,80.2185724,12.9885725
['Doss Avenue'],,road,['residential'],179.0,80.2288429,12.978381
['Dr Bhavin Patel Road'],,road,['residential'],172.0,80.2455112,13.0011629
['Dr MGR Main Road'],,road,['secondary'],180.0,80.2432104,12.9790624
['Dr MGR Main Road'],,road,['secondary'],,80.2432304,12.9786398
['Dr Muthulakshmi Salai'],,road,['secondary'],175.0,80.2574878,13.0065529
['Dr Muthulakshmi Salai'],,road,['secondary'],176.0,80.2569592,13.0036708
['Dr RK Puram Green Ways Road'],,road,['living_street'],,80.2518165,13.0208224
['Dr. Ambedkar 1st Main Road'],,road,['tertiary'],177.0,80.2096648,12.9909728
['Dr. Ambedkar Nagar 4th Main Road'],,road,['tertiary'],177.0,80.2071813,12.9913918
['Dr. Muthulakshmi Road'],,road,['secondary'],175.0,80.2559781,12.9936949
['Dr. Muthulakshmi Road'],,road,['secondary'],176.0,80.2559195,12.9969294
['Dr. Muthulakshmi Road'],,road,['secondary'],181.0,80.2560276,12.9890071
['Dr. Muthulakshmi Road'],,road,['secondary'],180.0,80.255758,12.9875915
['Dr. Muthulakshmi Road'],,road,['secondary'],182.0,80.2558837,12.9876844
['Dr.Seetharaman Nagar Main Road' 'Dr.Seetharaman Nagar 1st Street'],,road,['residential'],179.0,80.2212371,12.9726226
['Dr.Seetharaman Nagar Main Road'],,road,['residential'],179.0,80.2210704,12.9721183
['Drowpathi Amman Koil Street' '2nd Street'],,road,['residential'],168.0,80.1987486,12.9794544
['Drowpathi Amman Koil Street'],,road,['residential'],168.0,80.1972991,12.9794004
"['Duraisamy Street, Visalakshi Nagar']",,road,['residential'],170.0,80.2033268,13.0230761
['Durgabai Deshmukh Road'],,road,['primary'],176.0,80.2590294,13.0087091
['Durgabai Deshmukh Road'],,road,['primary'],173.0,80.261381,13.0188172
['EB Colony 1st Street'],,road,['residential'],177.0,80.2116851,12.98523
['East Avenue' 'North Avenue'],,road,['residential'],173.0,80.2546237,13.0219953
['East Avenue'],,road,['residential'],173.0,80.2547563,13.0200171
['East Coast Road'],,road,['primary'],182.0,80.259308,12.9817373
['East Coast Road'],,road,['primary'],181.0,80.2598344,12.9869794
['East Coast Road'],,road,['primary'],,80.2586607,12.9749039
['East Coastal Cross Road'],,road,['residential'],181.0,80.2697369,12.9925155
['East Jones Road'],,road,['tertiary'],142.0,80.2272371,13.0251306
['East Kottur Canal Bank Road' 'Canal Bank Road'],,road,['tertiary'],175.0,80.2487409,13.0152202
['East Kottur Canal Bank Road'],,road,['tertiary'],175.0,80.2489441,13.0111086
['East Mada Street' 'Theradi Street'],,road,['residential'],179.0,80.2241779,12.9852689
['East Mada Street'],,road,['residential'],182.0,80.2619797,12.9857338
['East Mada Street'],,road,['residential'],171.0,80.2311805,13.013691
['East Mada Street'],,road,['residential'],179.0,80.2243879,12.9859967
['East Main Road'],,road,['residential'],,80.189131,12.9713456
['East Road'],,road,['residential'],171.0,80.2303863,13.0269772
['Elango Street'],,road,['residential'],169.0,80.1938243,12.9701065
['Elango Street'],,road,['residential'],168.0,80.1943613,12.9811079
['Elango Street'],,road,['residential'],174.0,80.2150539,12.9948892
['Elango Street'],,road,['residential'],177.0,80.2137818,12.9953318
['Elango Street'],,road,['residential'],180.0,80.2355831,12.982582
['Ellaiamman Koil Street'],,road,['residential'],181.0,80.2619228,12.9963276
['Ellaiamman Koil Street'],,road,['residential'],176.0,80.2629123,13.0007847
['Ellaiamman Koil Street'],,road,['tertiary'],172.0,80.2447251,13.0160381
['Elumalai Street'],,road,['residential'],142.0,80.2183397,13.0267389
['Emmanuel Steret'],,road,['residential'],180.0,80.2419262,12.9804836
['Eri Karai Street'],,road,['tertiary'],180.0,80.238111,12.9822774
['Eswaran Koil Street'],,road,['residential'],169.0,80.196837,12.9730978
['Ext 1'],,road,['living_street'],176.0,80.2598953,13.0028767
['Ext 2'],,road,['living_street'],176.0,80.259478,13.0031935
['Ext 3'],,road,['living_street'],176.0,80.2595231,13.0035072
['Ezumudaliyar Street' '3rd Main Road'],,road,['residential'],177.0,80.2141354,12.9925246
['Ezumudaliyar Street'],,road,['residential'],177.0,80.213877,12.9914284
['Film Street'],,road,['residential'],179.0,80.2276788,12.9772974
['First Street'],,road,['residential'],171.0,80.2319813,13.0255426
['Five Furlong Road'],,road,['secondary'],174.0,80.2120421,13.0037866
['Flower street'],,road,['living_street'],171.0,80.2255601,13.0211638
['Flower street'],,road,['living_street'],142.0,80.2253566,13.0216058
['G. K. Avenue 6th Cross Street'],,road,['residential'],169.0,80.2035232,12.9749796
['Ganapathy 1st Street'],,road,['residential'],182.0,80.255846,12.97751
['Ganapathy 2nd Street'],,road,['residential'],182.0,80.2568537,12.9768527
['Ganapathy Street'],,road,['residential'],182.0,80.2545301,12.9782955
['Gandhi Mandapam Flyover'],,road,['primary'],172.0,80.2428614,13.0067102
['Gandhi Mandapam Flyover'],,road,['primary'],171.0,80.2380038,13.0073267
['Gandhi Mandapam Road' 'Turnbulls Road' 'Kotturpuram Bridge'],,road,['secondary'],,80.2439536,13.0267829
['Gandhi Mandapam Road'],,road,['secondary'],172.0,80.2413267,13.018897
['Gandhi Mandapam Road'],,road,['secondary'],171.0,80.2403241,13.0069116
['Gandhi Nagar 1st Main Road'],,road,['residential'],175.0,80.2550186,13.0066941
['Gandhi Nagar 1st Main Road'],,road,['residential'],176.0,80.2586706,13.0078751
['Gandhi Nagar 2nd Main Road'],,road,['residential'],175.0,80.2501189,13.0078344
['Gandhi Nagar 3rd Main Road'],,road,['residential'],175.0,80.2545017,13.0085671
['Gandhi Nagar 4th Main Road'],,road,['residential'],176.0,80.2590552,13.0092589
['Gandhi Nagar Main'],,road,['tertiary'],170.0,80.2034595,13.0206588
['Gandhi Road to IIT Krishna Gate Road'],,road,['residential'],179.0,80.2308471,12.9855409
['Gandhi Road'],,road,['tertiary'],179.0,80.2308097,12.9855582
['Gandhi Street'],,road,['residential'],171.0,80.2255814,13.0286918
['Gandhi Street'],,road,['residential'],180.0,80.2388804,12.9824312
['Gandhi Street'],,road,['residential'],174.0,80.215925,12.9901526
['Gandhi Street'],,road,['residential'],177.0,80.2154477,12.9903848
['Gandhi Street'],,road,['residential'],168.0,80.193117,12.9780962
['Ganesh Nagar 1st Street'],,road,['residential'],182.0,80.2574393,12.9793357
['Ganesh Nagar 7th Street'],,road,['residential'],169.0,80.2027639,12.9762466
['Ganesh Nagar 8th Street'],,road,['residential'],169.0,80.2032049,12.9762286
['Ganga Street'],,road,['residential'],180.0,80.2342088,12.9811862
['Ganga Street'],,road,['residential'],,80.2338899,12.9793756
['Gangai Amman Koil Street'],,road,['residential'],181.0,80.2613308,12.9935829
['Gangai Amman Koil Street'],,road,['residential'],174.0,80.2176869,12.9884057
['Gangai Nagar 2nd Cross Street'],,road,['residential'],177.0,80.2161684,12.9847762
['Gangai Street'],,road,['residential'],169.0,80.2073358,12.9683075
['Gangai Street'],,road,['residential'],181.0,80.2670656,12.9910102
['Godavari Street'],,road,['residential'],180.0,80.235807,12.9804269
['Gokulam Street'],,road,['residential'],177.0,80.2127498,12.9950199
['Golden Avenue 1st Street'],,road,['residential'],178.0,80.2169886,12.9770634
['Golden Avenue 2nd Street'],,road,['residential'],178.0,80.2163537,12.9771911
['Golden Avenue Main Road'],,road,['residential'],178.0,80.2170141,12.9768606
['Gomathi Street'],,road,['residential'],169.0,80.1912881,12.9722223
['Gopal Street' 'Vivekananda Street'],,road,['residential'],179.0,80.2274537,12.9784206
['Gopal Street'],,road,['residential'],169.0,80.1961159,12.9661698
"['Gopalakrishnan Street,']",,road,['residential'],174.0,80.2095249,12.9977376
['Gopinathan Cross Street'],,road,['residential'],168.0,80.1964764,12.9758033
['Gopinathan Street'],,road,['residential'],168.0,80.199249,12.9764904
['Gothavari Street'],,road,['residential'],180.0,80.2348962,12.9808636
['Govindarajapuram 1st Street'],,road,['residential'],175.0,80.2526029,13.0064867
['Govindarajapuram 2nd Street'],,road,['residential'],175.0,80.2522654,13.005812
['Govindaswamy Nagar'],,road,['living_street'],173.0,80.2541298,13.0226944
['Govindaswamy Street'],,road,['residential'],174.0,80.2154606,12.9942874
['Grand Southern Trunk Road Flyover' 'Kathipara Interchange Flyover'],,road,['primary'],170.0,80.2059022,13.0077031
['Grand Southern Trunk Road'],,road,['primary'],170.0,80.2065036,13.0076364
['Grand Southern Trunk Road'],,road,['trunk'],,80.2043145,13.006907
['Greenways Road Extension'],,road,['residential'],173.0,80.2587806,13.0195432
['Greenways Road' 'PS Kumarasamy Raja Road'],,road,['tertiary'],173.0,80.2536449,13.0202963
['Greenways Road'],,road,['tertiary'],173.0,80.2594325,13.0186432
['Gulmohar Avenue'],,road,['residential'],174.0,80.2177247,13.0003399
['Guruvappa Street'],,road,['residential'],172.0,80.2451679,13.0148688
['Hindu Colony 1st Main Road'],,road,['residential'],169.0,80.2014276,12.9754137
['Hindu Colony 2nd Main Road'],,road,['residential'],168.0,80.1974716,12.974645
['Hindu Colony 2nd Main Road'],,road,['residential'],169.0,80.1994443,12.9745984
['Hospital Lane'],,road,['residential'],170.0,80.2180866,13.0195325
['Hospital Lane'],,road,['residential'],142.0,80.2181638,13.0200554
['Hospital Road'],,road,['residential'],171.0,80.2263279,13.0301021
['Hospital Road'],,road,['residential'],170.0,80.2194888,13.019452
['Hospital Road'],,road,['residential'],142.0,80.2142983,13.0214176
['Hudson Avenue'],,road,['residential'],179.0,80.2263053,12.9816352
['Ilayazwar koil street'],,road,['residential'],142.0,80.2170961,13.0230568
['Income Tax Main Road'],,road,['residential'],,80.2031816,12.9836471
['Indhra Gandhi Street'],,road,['residential'],180.0,80.2373301,12.9831915
['Indira 2nd Street'],,road,['residential'],168.0,80.1937048,12.9807313
['Indira Nagar 13th Cross Street' '12th Cross Street'],,road,['residential'],175.0,80.2505098,12.995339
['Indira Nagar 13th Cross Street'],,road,['residential'],175.0,80.2493084,13.0000718
['Indira Nagar 1st Avenue'],,road,['tertiary'],175.0,80.2514577,12.998769
['Indira Nagar 1st Main Road'],,road,['residential'],175.0,80.2552101,12.9975798
['Indira Nagar 2nd Avenue'],,road,['tertiary'],175.0,80.2543704,12.9966039
['Indira Nagar 2nd Main Road'],,road,['residential'],175.0,80.2536578,12.9995082
['Indira Nagar 3rd Avenue'],,road,['tertiary'],175.0,80.2514322,12.9985429
['Indira Nagar 4th Main Road'],,road,['residential'],175.0,80.255175,12.9912133
['Indira Street'],,road,['residential'],168.0,80.1938377,12.9806854
['Inner Ring Road (Southern Sector)'],,road,['primary'],,80.2050769,12.9774891
['Inner Ring Road (Southern Sector)'],,road,['primary'],169.0,80.2096415,12.9738233
['Inner Ring Road (Southern Sector)'],,road,['primary'],178.0,80.2170199,12.968244
['Inner Ring Road (Southern Sector)'],,road,['primary'],179.0,80.2179399,12.9680355
['Inner Ring Road' 'Jafferkhanpet Bridge'],,road,['primary'],,80.2081682,13.0276016
['Inner Ring Road'],,road,['primary'],170.0,80.2063754,13.0225319
['Iswariya Colony 1st Lane'],,road,['residential'],175.0,80.2509267,12.9988564
['Iyyappan Street'],,road,['residential'],168.0,80.1958053,12.9789081
['Jacod Road'],,road,['residential'],169.0,80.1975283,12.9674865
['JagannathaPuram 1st Cross Street'],,road,['residential'],178.0,80.2209088,12.9849623
['JagannathaPuram 1st Main road'],,road,['residential'],178.0,80.221439,12.9854589
['JagannathaPuram 2nd Main road' 'RajaLaxmi Nagar 2nd main Road'],,road,['residential'],178.0,80.220674,12.985002
['JagannathaPuram 2nd Main road'],,road,['residential'],178.0,80.2209088,12.9849623
['JagannathaPuram 2nd Street'],,road,['residential'],178.0,80.2204377,12.9858568
['JagannathaPuram 3rd Main Road'],,road,['tertiary'],178.0,80.2221898,12.9841259
['Jagannathan Street'],,road,['residential'],,80.2627116,12.9719971
['Janaki Avenue'],,road,['tertiary'],173.0,80.2697443,13.0207496
['Janakpuri 1st Street'],,road,['residential'],174.0,80.2189178,12.9895322
['Janakpuri 2nd Street'],,road,['residential'],174.0,80.2200337,12.9885531
['Jayanthi street'],,road,['residential'],179.0,80.2271657,12.983807
['Jayaram Avenue'],,road,['residential'],176.0,80.2631118,12.9976124
['Jayaram Street'],,road,['secondary'],142.0,80.2197887,13.0248793
['Jayaram Street'],,road,['residential'],181.0,80.2671256,12.9836859
['Jayaraman Street'],,road,['residential'],168.0,80.1952961,12.9806618
['Jeenis Road'],,road,['residential'],142.0,80.2243801,13.0233252
['Jeer Lane'],,road,['residential'],142.0,80.2249869,13.0235522
['Jeeva Street'],,road,['residential'],179.0,80.2284759,12.9747168
['Jeevanandam Street'],,road,['residential'],181.0,80.2605139,12.9914973
['Jeevanathan Street'],,road,['residential'],181.0,80.2677039,12.9918868
['Jeevarathinam Nagar 1st Street'],,road,['residential'],176.0,80.2598954,13.001831
['Jeevarathinam Nagar 2nd Street'],,road,['residential'],176.0,80.2604238,13.0023737
['Jeevarathinam Nagar Main Road'],,road,['residential'],176.0,80.2598954,13.001831
['John Kennady Street'],,road,['residential'],168.0,80.1921031,12.979919
['Jones Road' 'Jones Subway' 'East Jones Road'],,road,['tertiary'],142.0,80.224611,13.0252998
['Jones Road'],,road,['tertiary'],142.0,80.2202753,13.0249007
['Jothiammal Nagar' 'Todhunter Nagar 2nd Cross Road'],,road,['residential'],171.0,80.2324692,13.0199592
['Jothiammal Nagar'],,road,['residential'],171.0,80.228568,13.0212695
['Journalist Colony' '2nd Street'],,road,['residential'],182.0,80.2603774,12.9743278
['Journalist Colony'],,road,['residential'],182.0,80.2630576,12.9740394
['Justice Ramasamy Street'],,road,['residential'],175.0,80.2506916,13.0011246
['Jyothi Ramalingam Street'],,road,['residential'],169.0,80.1924178,12.9702875
['K. V. K. Samy Street'],,road,['residential'],168.0,80.1933531,12.9805342
['K.V.K Sami Street'],,road,['residential'],174.0,80.2165489,12.9948294
['Kabali Street'],,road,['residential'],179.0,80.2310122,12.985182
['Kabilar Street'],,road,['residential'],170.0,80.2053286,13.0183343
['Kakkan Colony'],,road,['residential'],176.0,80.2645649,12.999181
['Kakkan Nagar Main Road'],,road,['tertiary'],177.0,80.2060226,12.9924453
['Kakkan Nagar Main Road'],,road,['tertiary'],,80.2062644,12.9934767
['Kalai Magal Street'],,road,['residential'],169.0,80.1982009,12.9700127
['Kalaimagal Nagar 1st Main'],,road,['residential'],170.0,80.204117,13.0251876
['Kalaimagal Nagar 2nd Main'],,road,['residential'],170.0,80.2032576,13.0259693
['Kalaimagal Nagar 3rd Main'],,road,['residential'],170.0,80.2063439,13.0258251
['Kalakshetra Avenue 1st Street'],,road,['residential'],181.0,80.2603244,12.9902427
['Kalakshetra Avenue 2nd Street'],,road,['residential'],181.0,80.2605303,12.9896294
['Kalakshetra Road'],,road,['residential'],181.0,80.2623655,12.9886509
['Kalikunram Main Road'],,road,['residential'],172.0,80.2434456,12.9988481
['Kalki Krishnamurty Road' 'Lattice Bridge'],,road,['secondary'],180.0,80.253704,12.9818841
['Kalki Krishnamurty Road'],,road,['secondary'],182.0,80.2554763,12.9859443
['Kalki Krishnamurty Road'],,road,['secondary'],180.0,80.2526657,12.9827397
['Kalki Krishnamurty Road'],,road,['secondary'],,80.2527914,12.9809604
['Kalki Nagar 1st Cross'],,road,['residential'],178.0,80.2103576,12.9759411
['Kalki Nagar 1st Cross'],,road,['residential'],169.0,80.2093803,12.9759274
['Kalki Nagar 2nd Cross Street'],,road,['residential'],178.0,80.2103588,12.9755589
['Kamachi Amman street'],,road,['residential'],179.0,80.2272418,12.975859
['Kamakodi Street'],,road,['residential'],142.0,80.2179404,13.0265735
['Kamaraj Avenue 1st Street'],,road,['residential'],175.0,80.2535185,13.0019169
['Kamaraj Avenue 2nd Street'],,road,['residential'],175.0,80.2558306,13.0012783
['Kamaraj Nagar 24 th street'],,road,['residential'],182.0,80.2583452,12.9850991
['Kamaraj Nagar West 5th Street'],,road,['residential'],182.0,80.2546692,12.9827366
['Kamaraj Nagar West 5th Street'],,road,['residential'],180.0,80.253735,12.9828906
['Kamaraj Nagar'],,road,['residential'],181.0,80.2571339,12.9942426
['Kamaraj Street'],,road,['residential'],181.0,80.2617645,12.9935002
['Kamaraja Street'],,road,['residential'],180.0,80.2350499,12.9818267
['Kamarajar Nagar (west)'],,road,['residential'],180.0,80.2533385,12.9879651
['Kamarajar Salai'],,road,['tertiary'],173.0,80.2597482,13.0196928
['Kamarajar Street'],,road,['residential'],177.0,80.2123899,12.993494
['Kamarajar Street'],,road,['residential'],168.0,80.1930302,12.9777148
['Kamarajar Street'],,road,['residential'],179.0,80.2285718,12.9755993
['Kamarajar Street'],,road,['residential'],180.0,80.2408496,12.9817923
['Kamban Street' 'Bharathiyar Street'],,road,['residential'],168.0,80.1947089,12.976769
['Kambar Street Extn'],,road,['residential'],179.0,80.2295007,12.9765591
['Kambar Street'],,road,['residential'],142.0,80.2172686,13.0270762
['Kambar Street'],,road,['residential'],180.0,80.2402352,12.9832313
['Kambar Street'],,road,['residential'],179.0,80.2278161,12.9763861
['Kambar Street'],,road,['residential'],181.0,80.2681634,12.9918394
['Kambar Street'],,road,['residential'],,80.2161616,12.9653038
['Kambar'],,road,['residential'],179.0,80.2267022,12.9827907
['Kandaswami Street'],,road,['residential'],173.0,80.2644602,13.022357
['Kaniamman Koil Street'],,road,['residential'],174.0,80.2169083,12.9949775
['Kanidiyar Street'],,road,['residential'],177.0,80.2119534,12.9944224
['Kannabiran Street'],,road,['residential'],179.0,80.2306312,12.9866779
['Kannadasan street'],,road,['residential'],,80.216339,12.9668736
['Kannagam Road'],,road,['tertiary'],174.0,80.2423405,12.9956299
['Kannagam Road'],,road,['tertiary'],180.0,80.2420526,12.9938106
['Kannagi Street'],,road,['residential'],169.0,80.1952233,12.9690648
['Kannagi Street'],,road,['residential'],177.0,80.2148989,12.9933334
['Kannagi Street'],,road,['residential'],168.0,80.1915137,12.9788498
['Kannagi Street'],,road,['residential'],180.0,80.240465,12.9819158
['Kannagi Street'],,road,['residential'],142.0,80.2193859,13.0179931
['Kannagi Street'],,road,['residential'],174.0,80.2169762,12.9894225
['Kannappa Nagar 1st Main Road'],,road,['residential'],,80.2584366,12.9745098
['Kannappa Nagar 1st Main Road'],,road,['residential'],182.0,80.2578792,12.9745743
['Kannappa Nagar Ext'],,road,['residential'],182.0,80.2550334,12.9757392
['Kanniammal Lane'],,road,['residential'],175.0,80.2559241,13.004237
['Kannnapiran Street'],,road,['residential'],,80.2158478,12.9658062
['Karaneeswar Koil Street' 'Tank Square Street'],,road,['residential'],142.0,80.2231867,13.0234257
['Karani Garden 1st Street'],,road,['residential'],,80.2210996,13.0254453
['Karani Garden 2nd Street'],,road,['residential'],,80.2210923,13.0259171
['Karani Garden 3rd Street'],,road,['residential'],,80.2210535,13.0264571
['Karani Garden Main Street'],,road,['residential'],142.0,80.221139,13.0249415
['Karani Garden Main Street'],,road,['residential'],,80.2210996,13.0254453
['Karian Ponnan Street'],,road,['residential'],169.0,80.1921975,12.9729222
['Karikalan Street'],,road,['living_street'],173.0,80.257372,13.0235422
['Karikalan Street'],,road,['residential'],168.0,80.1989345,12.9770593
['Karikalan Street'],,road,['residential'],179.0,80.2288688,12.97766
['Karnam Street'],,road,['residential'],179.0,80.2225812,12.9836924
['Karpagam Avenue 1st Street'],,road,['residential'],173.0,80.2677912,13.0211779
['Karpagam Avenue 2nd Main Road'],,road,['residential'],173.0,80.2673456,13.0213404
['Karpagam Avenue 2nd Street'],,road,['residential'],173.0,80.2673456,13.0213404
['Karpagam Avenue 3rd Street'],,road,['residential'],173.0,80.2666889,13.0213183
['Karpagam Avenue 4th Street' 'Karpagam Avenue 2nd Main Road'],,road,['residential'],173.0,80.2668194,13.0219239
['Karpagam Avenue 4th Street'],,road,['residential'],173.0,80.2673408,13.0224546
['Karpagam Avenue'],,road,['tertiary'],173.0,80.2682577,13.0221546
['Karpagam Garden 1st Main Road'],,road,['residential'],176.0,80.2629871,13.0078034
['Karpagambal Nagar'],,road,['residential'],,80.2592009,12.9742321
['Karuna Street'],,road,['residential'],179.0,80.2229692,12.9689978
['Karunagaran Street'],,road,['residential'],142.0,80.2150912,13.0209468
['Karunaidhi 2nd Street'],,road,['residential'],180.0,80.2370368,12.9803942
['Karunambigai Road'],,road,['residential'],179.0,80.2249374,12.9851881
['Karunanadhi 4th Street'],,road,['residential'],180.0,80.2365218,12.9802099
['Karunanathi 1st Street'],,road,['residential'],180.0,80.2381117,12.9804078
['Karunanidhi 1st Street'],,road,['residential'],172.0,80.2471917,13.016922
['Karunanidhi Main Street'],,road,['residential'],180.0,80.2388326,12.9801361
['Karunanidhi Street'],,road,['residential'],177.0,80.2102166,12.9951235
['Karunanidhi Street'],,road,['living_street'],180.0,80.2422681,12.9833753
['Kasturi Avenue'],,road,['residential'],173.0,80.2713167,13.0181119
['Kasturibai Nagar 1st Cross Street'],,road,['residential'],175.0,80.2546721,13.0065135
['Kasturibai Nagar 1st Main Road'],,road,['residential'],175.0,80.2504817,13.0066218
['Kasturibai Nagar 2nd Cross Street'],,road,['residential'],175.0,80.2535333,13.0008319
['Kasturibai Nagar 3rd Cross Street'],,road,['tertiary'],175.0,80.2516521,13.0066774
['Kathipara Interchange Flyover Ramp'],,road,['primary_link'],,80.2034549,13.0080005
['Kathipara Interchange Flyover Ramp'],,road,['primary_link'],170.0,80.2050616,13.007745
['Kathipara Interchange Flyover'],,road,['primary'],170.0,80.2038388,13.0076902
['Kathipara Interchange Flyover'],,road,['primary'],,80.2035931,13.0104235
['Kathipara Interchange Ramp'],,road,['primary_link'],,80.204367,13.0068205
['Kathipara Interchange Ramp'],,road,['primary_link'],170.0,80.2044878,13.0085487
['Kathiravan Nagar'],,road,['residential'],179.0,80.2225629,12.974154
['Kattabomman Street'],,road,['residential'],180.0,80.2422723,12.9791641
['Kattabomman Street'],,road,['living_street'],173.0,80.2567068,13.0234873
['Kavarai Street'],,road,['residential'],142.0,80.2178027,13.0215066
['Kaveri Street'],,road,['residential'],178.0,80.2176837,12.9774958
['Kavimani Street'],,road,['residential'],169.0,80.2132138,12.9680139
['Kennady Street'],,road,['residential'],180.0,80.2375788,12.9807342
['Kodambakkam Road'],,road,['secondary'],142.0,80.2197887,13.0248793
['Kodambakkam Road'],,road,['secondary'],,80.2197898,13.0277173
['Kokilam 2nd Street'],,road,['residential'],179.0,80.229663,12.9829829
['Kokilam Street'],,road,['residential'],179.0,80.2308021,12.9838348
['Koothadum Pilliyar Koil Street'],,road,['residential'],142.0,80.2212242,13.0230658
['Kothaval Chavadi Street'],,road,['tertiary'],142.0,80.2188618,13.0214736
['Kottivakkam Kuppam Road'],,road,['tertiary'],,80.2635075,12.9737091
['Kotturpuram 1st Main Road'],,road,['residential'],172.0,80.2421025,13.0210407
['Kotturpuram 4th Main Road'],,road,['residential'],172.0,80.2457205,13.0196514
['Krishna Street'],,road,['residential'],169.0,80.1989675,12.97538
['Krishnamachari Avenue'],,road,['residential'],175.0,80.2573594,13.0060239
['Kumannan Street'],,road,['residential'],181.0,80.2673078,12.9923723
['Kumaran Street'],,road,['residential'],179.0,80.2277173,12.9767825
['Kumarasamy Street'],,road,['residential'],142.0,80.2179116,13.0260365
['Kuttai Street'],,road,['residential'],182.0,80.2583502,12.9830618
['Kuttigramani Street'],,road,['residential'],173.0,80.2622923,13.0204349
['LB Road 1st Street'],,road,['residential'],175.0,80.2542555,12.9967499
['LDG Road'],,road,['residential'],171.0,80.2280019,13.0167231
['LIC Colony 1st street'],,road,['residential'],179.0,80.2222622,12.9769545
['LIC Colony 2nd Street'],,road,['residential'],179.0,80.2226964,12.977566
['LIC Colony Main Road'],,road,['residential'],179.0,80.2224838,12.9775548
['LIC Colony'],,road,['residential'],181.0,80.2574362,12.9914425
['Labour Colony 2nd Cross Street'],,road,['residential'],170.0,80.2107772,13.0149161
['Labour Colony 2nd Street'],,road,['residential'],170.0,80.2108219,13.0152562
['Lake View Road' '7th Street'],,road,['residential'],177.0,80.2159996,12.9867513
['Lake View Road' 'Mandapam Road'],,road,['residential'],172.0,80.2457759,13.0103253
['Lake View Road'],,road,['residential'],172.0,80.2448246,13.0133622
['Lake View Road'],,road,['tertiary'],177.0,80.2054838,12.9878045
['Lakeview Street'],,road,['residential'],177.0,80.2062323,12.9885644
['Lakeview Street'],,road,['residential'],,80.2048306,12.9885877
['Lakshmi Hayagriva 1st Main Road'],,road,['residential'],177.0,80.2134553,12.9860485
['Lakshmi Hayagriva 2nd Main Road'],,road,['residential'],177.0,80.2103282,12.9857053
['Lakshmi Nagar 7th Street Extension 1st Cross Street'],,road,['residential'],168.0,80.1909019,12.9762439
['Lakshmipuram 3rd street'],,road,['residential'],178.0,80.2214128,12.9863342
['Lakshmipuram Main Road'],,road,['residential'],178.0,80.2211815,12.9868222
['Lakshmipuram Street'],,road,['residential'],178.0,80.2201224,12.9876066
['Lal Bahadur Shastri Street'],,road,['residential'],181.0,80.2624033,12.9923101
['Lalitha Garden'],,road,['residential'],182.0,80.2613091,12.9836543
['Lane Chetty Garden'],,road,['residential'],175.0,80.2567184,13.0028165
['Latha Street'],,road,['residential'],179.0,80.229426,12.9820333
['Latha Street;Seethapathy Nagar 1st Cross Street'],,road,['residential'],179.0,80.2274885,12.9822199
['Lazer Street'],,road,['residential'],170.0,80.2004054,13.0162711
['Link Road'],,road,['tertiary'],174.0,80.2098693,13.0034945
['Link Street'],,road,['residential'],172.0,80.2427549,13.0202201
['Lock Street'],,road,['residential'],172.0,80.2461729,13.0193587
['Loop Road'],,road,['tertiary'],,80.2738952,13.0239699
['Lour Doss Grotto Road'],,road,['residential'],171.0,80.2261587,13.0157988
['M. G. R. Street'],,road,['residential'],169.0,80.1921479,12.9745312
['M. G. R. Street'],,road,['residential'],168.0,80.1918711,12.97758
['M. Govindapillai Street'],,road,['residential'],180.0,80.2394723,12.9835164
['M.G.R Street'],,road,['residential'],174.0,80.2123784,13.006379
